+2025-05-03 21:11:03.402 | DEBUG    | arb | __get_logger.py | 97 | __get_logger.get_logger() called with name = 'arb', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\__init__.py', log_to_console =False, force_command_line =True
+2025-05-03 21:16:27.217 | DEBUG    | arb.portal.globals | globals.py | 41 | Globals.drop_downs_contingent={'emission_cause_contingent_on_emission_location': {'Gas Collection System Component (e.g., blower, well, valve, port)': ['Construction - New Well Installation', 'Construction - Well Raising or Horizontal Extension', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Damaged component', 'Insufficient vacuum', 'Offline Gas Collection Well(s)', 'Other'], 'Gas Control Device/Control System Component': ['Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Damaged component', 'Other'], 'Landfill Surface: Daily Cover': ['Collection system downtime', 'Construction - New Well Installation', 'Construction - Well Raising or Horizontal Extension', 'Cover integrity', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Cracked/Broken Seal', 'Damaged component', 'Insufficient vacuum', 'Offline Gas Collection Well(s)', 'Other', 'Uncontrolled Area (no gas collection infrastructure)'], 'Landfill Surface: Intermediate Cover': ['Collection system downtime', 'Construction - New Well Installation', 'Cover integrity', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Cracked/Broken Seal', 'Damaged component', 'Insufficient vacuum', 'Offline Gas Collection Well(s)', 'Other', 'Uncontrolled Area (no gas collection infrastructure)'], 'Landfill Surface: Final Cover': ['Collection system downtime', 'Construction - New Well Installation', 'Construction - Well Raising or Horizontal Extension', 'Cover integrity', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Cracked/Broken Seal', 'Damaged component', 'Insufficient vacuum', 'Offline Gas Collection Well(s)', 'Other', 'Uncontrolled Area (no gas collection infrastructure)'], 'Leachate Management System': ['Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Damaged component', 'Offline Gas Collection Well(s)', 'Other'], 'Working Face (area where active filling was being conducted at the time of detection)': ['Construction - New Well Installation', 'Construction - Well Raising or Horizontal Extension', 'Cover-related Construction (Excavation/ Exposed Operations/ Re-grading)', 'Offline Gas Collection Well(s)', 'Other', 'Uncontrolled Area (no gas collection infrastructure)']}}
+2025-05-03 21:16:27.230 | WARNING  | werkzeug | _internal.py | 97 |  * Debugger is active!
+2025-05-03 21:16:27.233 | INFO     | werkzeug | _internal.py | 97 |  * Debugger PIN: 834-679-507
+2025-05-03 21:16:27.282 | INFO     | arb.utils.sql_alchemy | sql_alchemy.py | 271 | type(table)=<class 'sqlalchemy.orm.decl_api.DeclarativeMeta'>
+2025-05-03 21:16:27.398 | DEBUG    | arb.utils.sql_alchemy | sql_alchemy.py | 282 | Query result type: type(rows)=<class 'list'>
+2025-05-03 21:16:27.463 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:27] "GET / HTTP/1.1" 200 -
+2025-05-03 21:16:27.496 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:27] "GET /static/css/style_01.css HTTP/1.1" 304 -
+2025-05-03 21:16:27.504 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:27] "GET /static/images/carb_logo_01.jpg HTTP/1.1" 304 -
+2025-05-03 21:16:27.515 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:27] "GET /static/images/clipboard_01.jpeg HTTP/1.1" 304 -
+2025-05-03 21:16:30.000 | DEBUG    | arb.portal.routes | routes.py | 262 | in list_uploads
+2025-05-03 21:16:30.010 | DEBUG    | arb.portal.routes | routes.py | 267 | files=['energy_operator_feedback_v002_populated_01_ts_2025_05_03_22_19_18.json', 'energy_operator_feedback_v002_populated_01_ts_2025_05_03_22_19_18.xlsx', 'landfill_operator_feedback_v055_populated_02_ts_2025_05_04_01_01_21.xlsx', 'landfill_operator_feedback_v070_populated_01_ts_2025_05_03_22_19_27.json', 'landfill_operator_feedback_v070_populated_01_ts_2025_05_03_22_19_27.xlsx', 'landfill_operator_feedback_v070_populated_01_ts_2025_05_04_01_02_14.json', 'landfill_operator_feedback_v070_populated_01_ts_2025_05_04_01_02_14.xlsx', 'landfill_operator_feedback_v070_populated_02_ts_2025_05_04_01_05_18.json', 'landfill_operator_feedback_v070_populated_02_ts_2025_05_04_01_05_18.xlsx', 'landfill_operator_feedback_v070_populated_02_ts_2025_05_04_04_00_12.json', 'landfill_operator_feedback_v070_populated_02_ts_2025_05_04_04_00_12.xlsx', 'landfill_v03_payload_01_ts_2025_05_03_05_35_03.json', 'landfill_v03_payload_01_ts_2025_05_03_05_46_06.json', 'oil_and_gas_operator_feedback_v070_populated_01_ts_2025_05_03_22_19_37.json', 'oil_and_gas_operator_feedback_v070_populated_01_ts_2025_05_03_22_19_37.xlsx', 'oil_and_gas_operator_feedback_v070_populated_01_ts_2025_05_04_01_05_10.json', 'oil_and_gas_operator_feedback_v070_populated_01_ts_2025_05_04_01_05_10.xlsx', 'upload_icon.png']
+2025-05-03 21:16:30.044 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:30] "GET /list_uploads HTTP/1.1" 200 -
+2025-05-03 21:16:30.063 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:30] "GET /static/css/style_01.css HTTP/1.1" 304 -
+2025-05-03 21:16:30.070 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:30] "GET /static/images/carb_logo_01.jpg HTTP/1.1" 304 -
+2025-05-03 21:16:30.082 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:30] "GET /static/css/drag_and_drop.css HTTP/1.1" 304 -
+2025-05-03 21:16:30.085 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:30] "GET /static/js/drag_and_drop.js HTTP/1.1" 304 -
+2025-05-03 21:16:31.794 | INFO     | werkzeug | _internal.py | 97 | 127.0.0.1 - - [03/May/2025 21:16:31] "GET /static/uploads/energy_operator_feedback_v002_populated_01_ts_2025_05_03_22_19_18.json HTTP/1.1" 404 -
+2025-05-03 21:29:10.592 | INFO     | werkzeug | _internal.py | 97 |  * Detected change in 'C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\routes.py', reloading
+2025-05-03 21:29:10.996 | INFO     | werkzeug | _internal.py | 97 |  * Restarting with stat
+2025-05-03 21:29:11.873 | DEBUG    | arb | __get_logger.py | 97 | __get_logger.get_logger() called with name = 'arb', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\__init__.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:11.873 | DEBUG    | root | __get_logger.py | 98 | Logging was initialized on first usage.  Outputting logs to logs\flask.log
+2025-05-03 21:29:11.873 | DEBUG    | root | __get_logger.py | 99 | Note: sys.argv = ['C:\\Users\\theld\\AppData\\Local\\miniconda3\\envs\\mini_conda_01\\Scripts\\flask', 'run']
+2025-05-03 21:29:11.875 | DEBUG    | arb.portal | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\__init__.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:11.875 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.188 | DEBUG    | arb.utils | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\__init__.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.188 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.255 | DEBUG    | arb.utils.diagnostics | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.diagnostics', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\diagnostics.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.255 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.257 | DEBUG    | arb.utils.misc | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.misc', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\misc.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.257 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.278 | DEBUG    | arb.utils.date_and_time | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.date_and_time', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\date_and_time.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.278 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.296 | DEBUG    | arb.portal.constants | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal.constants', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\constants.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.296 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.296 | DEBUG    | arb.utils.file_io | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.file_io', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\file_io.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.296 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.296 | DEBUG    | arb.portal.config | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal.config', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\config.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.296 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.297 | DEBUG    | arb.portal.config | config.py | 43 | PROJECT_ROOT=C:\Users\theld\OneDrive - California Air Resources Board\code\pycharm\feedback_portal
+2025-05-03 21:29:12.297 | DEBUG    | arb.portal.config | config.py | 51 | UPLOAD_PATH=C:\Users\theld\OneDrive - California Air Resources Board\code\pycharm\feedback_portal\portal_uploads
+2025-05-03 21:29:12.401 | DEBUG    | arb.portal.extensions | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal.extensions', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\extensions.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.401 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.401 | DEBUG    | arb.portal.globals | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal.globals', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\globals.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.401 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.417 | DEBUG    | arb.utils.web_html | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.web_html', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\web_html.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.417 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.417 | DEBUG    | arb.portal.db_hardcoded | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.portal.db_hardcoded', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\portal\\db_hardcoded.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.417 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.417 | DEBUG    | arb.utils.sql_alchemy | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.sql_alchemy', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\sql_alchemy.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.417 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.417 | DEBUG    | arb.utils.excel | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.excel', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\excel\\__init__.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.417 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.json | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.json', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\json.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.829 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | __get_logger.py | 102 | __get_logger.get_logger() called with name = 'arb.utils.excel.xl_parse', file ='C:\\Users\\theld\\OneDrive - California Air Resources Board\\code\\pycharm\\feedback_portal\\source\\production\\arb\\utils\\excel\\xl_parse.py', log_to_console =False, force_command_line =True
+2025-05-03 21:29:12.829 | DEBUG    | root | __get_logger.py | 103 | Logging has already been initialized so there will be no changes to logging file or options.
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 40 | initialize_module() called
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 59 | set_globals() called with xl_base_path_=None, xl_base_schema_path_=None, xl_schema_file_map_=None
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 65 | xl_base_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/portal')
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 69 | xl_base_path.name='portal'
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 81 | Looks like this is run from an app.py flask app ... updating the base directory
+2025-05-03 21:29:12.829 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 83 | New base path: xl_base_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel')
+2025-05-03 21:29:12.830 | DEBUG    | arb.utils.excel.xl_parse | xl_parse.py | 119 | load_schema_file_map() called with schema_file_map={'landfill_v01_00': WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/landfill_v01_00.json'), 'oil_and_gas_v01_00': WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/oil_and_gas_v01_00.json'), 'energy_v00_01': WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/energy_v00_01.json')}
+2025-05-03 21:29:12.830 | DEBUG    | arb.utils.json | json.py | 172 | json_load_with_meta() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/landfill_v01_00.json'), json_options=None
+2025-05-03 21:29:12.830 | DEBUG    | arb.utils.json | json.py | 142 | json_load() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/landfill_v01_00.json'), json_options=None
+2025-05-03 21:29:12.844 | DEBUG    | arb.utils.json | json.py | 172 | json_load_with_meta() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/oil_and_gas_v01_00.json'), json_options=None
+2025-05-03 21:29:12.844 | DEBUG    | arb.utils.json | json.py | 142 | json_load() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/oil_and_gas_v01_00.json'), json_options=None
+2025-05-03 21:29:12.856 | DEBUG    | arb.utils.json | json.py | 172 | json_load_with_meta() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/energy_v00_01.json'), json_options=None
+2025-05-03 21:29:12.856 | DEBUG    | arb.utils.json | json.py | 142 | json_load() called with file_path=WindowsPath('C:/one_drive/code/pycharm/feedback_portal/source/production/arb/utils/excel/xl_schemas/energy_v00_01.json'), json_options=None
