============================= test session starts ==============================
platform linux -- Python 3.11.13, pytest-8.4.1, pluggy-1.6.0 -- /home/tonyh/miniconda3/envs/mini_conda_02/bin/python
cachedir: .pytest_cache
tests/arb/utils/test_json.py::test_compute_field_differences PASSED
tests/arb/utils/test_log_util.py::test_log_function_parameters_basic PASSED
tests/arb/utils/test_log_util.py::test_log_function_parameters_custom_logger PASSED
tests/arb/utils/test_log_util.py::test_log_function_parameters_type_error PASSED
tests/arb/utils/test_log_util.py::test_log_parameters_decorator_logs PASSED
tests/arb/utils/test_log_util.py::test_log_parameters_decorator_custom_logger PASSED
tests/arb/utils/test_log_util.py::test_log_parameters_type_error PASSED
tests/arb/utils/test_log_util.py::test_flask_user_context_filter_sets_user PASSED
tests/arb/utils/test_log_util.py::test_flask_user_context_filter_no_user PASSED
tests/arb/utils/test_misc.py::test_get_nested_value_basic PASSED
tests/arb/utils/test_misc.py::test_get_nested_value_missing_key PASSED
tests/arb/utils/test_misc.py::test_get_nested_value_type_error PASSED
tests/arb/utils/test_misc.py::test_get_nested_value_value_error PASSED
tests/arb/utils/test_misc.py::test_ensure_key_value_pair_injects PASSED
tests/arb/utils/test_misc.py::test_ensure_key_value_pair_type_error PASSED
tests/arb/utils/test_misc.py::test_replace_list_occurrences PASSED
tests/arb/utils/test_misc.py::test_replace_list_occurrences_none PASSED
tests/arb/utils/test_misc.py::test_args_to_string PASSED
tests/arb/utils/test_misc.py::test_log_error_logs_and_raises PASSED
tests/arb/utils/test_misc.py::test_safe_cast_basic PASSED
tests/arb/utils/test_misc.py::test_safe_cast_value_error PASSED
tests/arb/utils/test_misc.py::test_sanitize_for_utf8_valid PASSED
tests/arb/utils/test_misc.py::test_sanitize_for_utf8_non_string PASSED
tests/arb/utils/test_misc.py::test_sanitize_for_utf8_windows_1252_smart_quote PASSED
tests/arb/utils/test_misc.py::test_sanitize_for_utf8_none PASSED
tests/arb/utils/test_misc.py::test_sanitize_for_utf8_empty_string PASSED
tests/arb/utils/test_sql_alchemy.py::test_sa_model_diagnostics_logs PASSED
tests/arb/utils/test_sql_alchemy.py::test_get_sa_fields_returns_sorted PASSED
tests/arb/utils/test_sql_alchemy.py::test_get_sa_column_types_handles_types PASSED
tests/arb/utils/test_sql_alchemy.py::test_get_sa_automap_types PASSED
tests/arb/utils/test_sql_alchemy.py::test_sa_model_to_dict PASSED
tests/arb/utils/test_sql_alchemy.py::test_table_to_list PASSED
tests/arb/utils/test_sql_alchemy.py::test_get_class_from_table_name PASSED
tests/arb/utils/test_sql_alchemy.py::test_get_rows_by_table_name PASSED
tests/arb/utils/test_sql_alchemy.py::test_delete_commit_and_log_model PASSED
tests/arb/utils/test_sql_alchemy.py::test_add_commit_and_log_model PASSED
tests/arb/utils/test_web_html.py::test_upload_single_file PASSED
tests/arb/utils/test_web_html.py::test_upload_single_file_no_filename PASSED
tests/arb/utils/test_web_html.py::test_upload_single_file_none_filename PASSED
tests/arb/utils/test_web_html.py::test_selector_list_to_tuples PASSED
tests/arb/utils/test_web_html.py::test_selector_list_to_tuples_empty_list PASSED
tests/arb/utils/test_web_html.py::test_selector_list_to_tuples_single_item PASSED
tests/arb/utils/test_web_html.py::test_list_to_triple_tuple PASSED
tests/arb/utils/test_web_html.py::test_list_to_triple_tuple_empty_list PASSED
tests/arb/utils/test_web_html.py::test_list_to_triple_tuple_single_item PASSED
tests/arb/utils/test_web_html.py::test_update_triple_tuple_dict PASSED
tests/arb/utils/test_web_html.py::test_update_triple_tuple_dict_empty_list PASSED
tests/arb/utils/test_web_html.py::test_update_triple_tuple_dict_empty_match_list PASSED
tests/arb/utils/test_web_html.py::test_update_triple_tuple_dict_none_unmatch_update PASSED
tests/arb/utils/test_web_html.py::test_update_selector_dict PASSED
tests/arb/utils/test_web_html.py::test_update_selector_dict_empty_dict PASSED
tests/arb/utils/test_web_html.py::test_ensure_placeholder_option PASSED
tests/arb/utils/test_web_html.py::test_ensure_placeholder_option_custom_item PASSED
tests/arb/utils/test_web_html.py::test_ensure_placeholder_option_ensure_first_false PASSED
tests/arb/utils/test_web_html.py::test_ensure_placeholder_option_empty_list PASSED
tests/arb/utils/test_web_html.py::test_remove_items_single_string PASSED
tests/arb/utils/test_web_html.py::test_remove_items_list PASSED
tests/arb/utils/test_web_html.py::test_remove_items_empty_list PASSED
tests/arb/utils/test_web_html.py::test_remove_items_empty_tuples PASSED
tests/arb/utils/test_web_html.py::test_remove_items_item_not_found PASSED
tests/arb/utils/test_web_html.py::test_run_diagnostics Running diagnostics for web_html.py...
All selector diagnostics passed.
PASSED
tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_valid PASSED
tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_invalid PASSED
tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_none PASSED
tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_value_error PASSED
tests/arb/utils/test_wtf_forms_util.py::test_remove_validators_removes_inputrequired PASSED
tests/arb/utils/test_wtf_forms_util.py::test_change_validators_on_test_switches PASSED
tests/arb/utils/test_wtf_forms_util.py::test_change_validators_replaces PASSED
tests/arb/utils/test_wtf_forms_util.py::test_get_wtforms_fields_lists_fields PASSED
tests/arb/utils/test_wtf_forms_util.py::test_model_to_wtform_and_wtform_to_model PASSED
tests/arb/utils/test_wtf_forms_util.py::test_update_model_with_payload_and_get_payloads PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_route_function_existence PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_route_function_signatures PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_upload_file_equivalence 📁 Found 14 test files for comprehensive unit testing
PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_upload_staged_equivalence 📁 Found 14 test files for comprehensive unit testing
PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_error_handling_equivalence PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestComprehensiveRouteEquivalence::test_response_format_equivalence PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestPerformanceEquivalence::test_route_execution_speed_equivalence PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestPerformanceEquivalence::test_function_call_overhead_equivalence FAILED
tests/unit/test_comprehensive_route_equivalence.py::TestBusinessLogicEquivalence::test_route_parameter_handling PASSED
tests/unit/test_comprehensive_route_equivalence.py::TestBusinessLogicEquivalence::test_route_return_type_consistency PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_route_function_existence PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_upload_file_equivalence_with_real_data 📁 Found 14 test files for real-world testing
✅ Both routes processed landfill_operator_feedback_v071_test_01_good_data.xlsx successfully
PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_staged_upload_equivalence_with_real_data 📁 Found 14 test files for real-world testing
✅ Both staged routes processed landfill_operator_feedback_v071_test_01_good_data.xlsx successfully
PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_error_handling_equivalence_with_bad_data 📁 Found 14 test files for real-world testing
✅ Both route pairs handled bad data file landfill_operator_feedback_v070_test_02_bad_data.xlsx gracefully
PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_all_test_files_covered 📁 Found 14 test files for real-world testing
✅ Comprehensive test coverage: 14 test files covering all feedback form types
PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_expected_results_structure ✅ Expected results structure: 14 Excel files, 14 JSON files
PASSED
tests/unit/test_real_world_route_equivalence.py::TestRealWorldRouteEquivalence::test_response_format_equivalence ✅ All routes return consistent HTML response formats
PASSED
tests/unit/test_route_equivalence_unit.py::TestRouteEquivalenceUnit::test_route_function_signatures ✅ All route functions are callable
PASSED
tests/unit/test_route_equivalence_unit.py::TestRouteEquivalenceUnit::test_upload_file_route_equivalence 📁 Found 14 test files for unit testing
✅ Route equivalence test passed - functions are callable
   Note: Full equivalence testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRouteEquivalenceUnit::test_upload_file_staged_route_equivalence 📁 Found 14 test files for unit testing
✅ Staged route equivalence test passed - functions are callable
   Note: Full equivalence testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRouteEquivalenceUnit::test_error_handling_equivalence ✅ Error handling equivalence test passed - functions are callable
   Note: Full error handling testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRouteEquivalenceUnit::test_response_format_equivalence 📁 Found 14 test files for unit testing
✅ Response format equivalence test passed - functions are callable
   Note: Full response format testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_route_function_signatures ✅ All route functions are callable
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_upload_file_route_equivalence 📁 Found 14 test files for unit testing
✅ Route equivalence test passed - functions are callable
   Note: Full equivalence testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_upload_file_staged_route_equivalence 📁 Found 14 test files for unit testing
✅ Staged route equivalence test passed - functions are callable
   Note: Full equivalence testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_error_handling_equivalence ✅ Error handling equivalence test passed - functions are callable
   Note: Full error handling testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_response_format_equivalence 📁 Found 14 test files for unit testing
✅ Response format equivalence test passed - functions are callable
   Note: Full response format testing requires more complex Flask setup
PASSED
tests/unit/test_route_equivalence_unit.py::TestRoutePerformanceComparison::test_route_execution_speed 📁 Found 14 test files for unit testing
✅ Performance test passed - functions are callable
   Note: Full performance testing requires more complex Flask setup
   The unit test framework is ready for future enhancement
PASSED

=================================== FAILURES ===================================
______ TestPerformanceEquivalence.test_function_call_overhead_equivalence ______

self = <test_comprehensive_route_equivalence.TestPerformanceEquivalence object at 0x72987ed5e0d0>
client = <FlaskClient <Flask 'arb.portal.app'>>

    def test_function_call_overhead_equivalence(self, client):
        """Test that function call overhead is equivalent between routes."""
        # Measure multiple calls to ensure consistent performance
        call_times = []
    
        with client.application.app_context():
            for _ in range(10):
                start_time = time.time()
                try:
                    upload_file()  # Call placeholder function
                except Exception:
                    # Expected for placeholder functions, but should be consistent
                    pass
                end_time = time.time()
                call_times.append(end_time - start_time)
    
        # Calculate consistency metrics
        mean_time = statistics.mean(call_times)
        std_dev = statistics.stdev(call_times) if len(call_times) > 1 else 0
        coefficient_of_variation = std_dev / mean_time if mean_time > 0 else 0
    
        # Function calls should be reasonably consistent
        # Increased tolerance since placeholder functions may have variable behavior
        max_cv = 1.0  # 100% coefficient of variation max (more realistic for placeholder functions)
>       assert coefficient_of_variation <= max_cv, f"Function call variance too high: {coefficient_of_variation:.3f}"
E       AssertionError: Function call variance too high: 1.317
E       assert 1.3167296186401978 <= 1.0

tests/unit/test_comprehensive_route_equivalence.py:382: AssertionError
------------------------------ Captured log setup ------------------------------
INFO     arb.portal.app:app.py:57 App config SQLALCHEMY_DATABASE_URI: postgresql+psycopg2://postgres:methane@192.168.1.66:5432/tony_home_tracker
DEBUG    arb.portal.startup.flask:flask.py:72 configure_flask_app() called
DEBUG    arb.portal.startup.flask:flask.py:109 Flask Jinja2 globals and logging initialized.
INFO     arb.portal.app:app.py:75 Automap base classes after reflection: ['scenes', 'messages', 'plumes', 'inspection_flag', 'incidences', 'test_model', 'spatial_ref_sys', 'contact_group_mapping', 'air_district_contacts', 'mitigation_type', 'emission_identified_flag', 'operators', 'sources', 'plume_qa_flag', 'test_wtf_forms_util_model', 'test_models', 'contact_groups', 'incidence_qa_flag', 'uploaded_files', 'portal_updates', 'emission_type', 'operator_contacts', 'air_districts']
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:214 geometry is of type: Geometry that is not implemented in python.  Setting python type to None.
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:215 
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:214 origin is of type: Geometry that is not implemented in python.  Setting python type to None.
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:215 
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:214 extent is of type: Geometry that is not implemented in python.  Setting python type to None.
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:215 
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:214 footprint is of type: Geometry that is not implemented in python.  Setting python type to None.
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:215 
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:214 coordinates is of type: Geometry that is not implemented in python.  Setting python type to None.
WARNING  arb.utils.sql_alchemy:sql_alchemy.py:215
=============================== warnings summary ===============================
tests/arb/portal/test_file_upload_suite.py: 17 warnings
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:583: LegacyAPIWarning: The Query.get() method is considered legacy as of the 1.x series of SQLAlchemy and becomes a legacy construct in 2.0. The method is now available as Session.get() (deprecated since: 2.0) (Background on SQLAlchemy 2.0 at: https://sqlalche.me/e/b8d9)
    primary_row = db.session.query(primary_table).get(primary_table_pk_value)  # type: ignore

tests/arb/portal/test_file_upload_suite.py: 17 warnings
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:591: LegacyAPIWarning: The Query.get() method is considered legacy as of the 1.x series of SQLAlchemy and becomes a legacy construct in 2.0. The method is now available as Session.get() (deprecated since: 2.0) (Background on SQLAlchemy 2.0 at: https://sqlalche.me/e/b8d9)
    foreign_row = db.session.query(foreign_table).get(fk_value)  # type: ignore

tests/arb/portal/test_file_upload_suite.py::test_dairy_digester_upload
tests/arb/portal/test_file_upload_suite.py::test_landfill_upload
tests/arb/portal/test_file_upload_suite.py::test_oil_and_gas_upload
tests/arb/portal/test_file_upload_suite.py::test_energy_upload
tests/arb/portal/test_file_upload_suite.py::test_generic_upload
tests/arb/portal/test_file_upload_suite.py::test_all_file_uploads
tests/arb/portal/test_file_upload_suite.py::test_comprehensive_upload_validation
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:591: SAWarning: fully NULL primary key identity cannot load any object.  This condition may raise an error in a future release.
    foreign_row = db.session.query(foreign_table).get(fk_value)  # type: ignore

tests/arb/portal/test_file_upload_suite.py: 17 warnings
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:524: LegacyAPIWarning: The Query.get() method is considered legacy as of the 1.x series of SQLAlchemy and becomes a legacy construct in 2.0. The method is now available as Session.get() (deprecated since: 2.0) (Background on SQLAlchemy 2.0 at: https://sqlalche.me/e/b8d9)
    row = db.session.query(table).get(id_)  # type: ignore

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'scenes.plumes_collection' will copy column scenes.scene_id to column plumes.scene_id, which conflicts with relationship(s): 'plumes.scenes' (copies scenes.scene_id to plumes.scene_id), 'scenes.plumes_collection' (copies scenes.scene_id to plumes.scene_id). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plumes_collection,scenes"' to the 'scenes.plumes_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'plumes.scenes' will copy column scenes.scene_id to column plumes.scene_id, which conflicts with relationship(s): 'plumes.scenes' (copies scenes.scene_id to plumes.scene_id), 'scenes.plumes_collection' (copies scenes.scene_id to plumes.scene_id). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plumes_collection,scenes"' to the 'plumes.scenes' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'plume_qa_flag.plumes_collection' will copy column plume_qa_flag.id_flag to column plumes.plume_qa_flag_fk, which conflicts with relationship(s): 'plume_qa_flag.plumes_collection' (copies plume_qa_flag.id_flag to plumes.plume_qa_flag_fk), 'plumes.plume_qa_flag' (copies plume_qa_flag.id_flag to plumes.plume_qa_flag_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plume_qa_flag,plumes_collection"' to the 'plume_qa_flag.plumes_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'plumes.plume_qa_flag' will copy column plume_qa_flag.id_flag to column plumes.plume_qa_flag_fk, which conflicts with relationship(s): 'plume_qa_flag.plumes_collection' (copies plume_qa_flag.id_flag to plumes.plume_qa_flag_fk), 'plumes.plume_qa_flag' (copies plume_qa_flag.id_flag to plumes.plume_qa_flag_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plume_qa_flag,plumes_collection"' to the 'plumes.plume_qa_flag' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'incidences.plumes_collection' will copy column incidences.id_incidence to column plumes.id_incidence, which conflicts with relationship(s): 'incidences.plumes_collection' (copies incidences.id_incidence to plumes.id_incidence), 'plumes.incidences' (copies incidences.id_incidence to plumes.id_incidence). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidences,plumes_collection"' to the 'incidences.plumes_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'plumes.incidences' will copy column incidences.id_incidence to column plumes.id_incidence, which conflicts with relationship(s): 'incidences.plumes_collection' (copies incidences.id_incidence to plumes.id_incidence), 'plumes.incidences' (copies incidences.id_incidence to plumes.id_incidence). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidences,plumes_collection"' to the 'plumes.incidences' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'sources.plumes_collection' will copy column sources.id_source to column plumes.id_source, which conflicts with relationship(s): 'plumes.sources' (copies sources.id_source to plumes.id_source), 'sources.plumes_collection' (copies sources.id_source to plumes.id_source). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plumes_collection,sources"' to the 'sources.plumes_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'plumes.sources' will copy column sources.id_source to column plumes.id_source, which conflicts with relationship(s): 'plumes.sources' (copies sources.id_source to plumes.id_source), 'sources.plumes_collection' (copies sources.id_source to plumes.id_source). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="plumes_collection,sources"' to the 'plumes.sources' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'emission_type.incidences_collection' will copy column emission_type.id_type to column incidences.emission_type_fk, which conflicts with relationship(s): 'emission_type.incidences_collection' (copies emission_type.id_type to incidences.emission_type_fk), 'incidences.emission_type' (copies emission_type.id_type to incidences.emission_type_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="emission_type,incidences_collection"' to the 'emission_type.incidences_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'incidences.emission_type' will copy column emission_type.id_type to column incidences.emission_type_fk, which conflicts with relationship(s): 'emission_type.incidences_collection' (copies emission_type.id_type to incidences.emission_type_fk), 'incidences.emission_type' (copies emission_type.id_type to incidences.emission_type_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="emission_type,incidences_collection"' to the 'incidences.emission_type' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'sources.incidences_collection' will copy column sources.id_source to column incidences.source_id, which conflicts with relationship(s): 'incidences.sources' (copies sources.id_source to incidences.source_id), 'sources.incidences_collection' (copies sources.id_source to incidences.source_id). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidences_collection,sources"' to the 'sources.incidences_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'incidences.sources' will copy column sources.id_source to column incidences.source_id, which conflicts with relationship(s): 'incidences.sources' (copies sources.id_source to incidences.source_id), 'sources.incidences_collection' (copies sources.id_source to incidences.source_id). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidences_collection,sources"' to the 'incidences.sources' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'incidence_qa_flag.incidences_collection' will copy column incidence_qa_flag.id_flag to column incidences.incidence_qa_flag_fk, which conflicts with relationship(s): 'incidence_qa_flag.incidences_collection' (copies incidence_qa_flag.id_flag to incidences.incidence_qa_flag_fk), 'incidences.incidence_qa_flag' (copies incidence_qa_flag.id_flag to incidences.incidence_qa_flag_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidence_qa_flag,incidences_collection"' to the 'incidence_qa_flag.incidences_collection' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
  /home/tonyh/git_repos/feedback_portal/source/production/arb/utils/sql_alchemy.py:398: SAWarning: relationship 'incidences.incidence_qa_flag' will copy column incidence_qa_flag.id_flag to column incidences.incidence_qa_flag_fk, which conflicts with relationship(s): 'incidence_qa_flag.incidences_collection' (copies incidence_qa_flag.id_flag to incidences.incidence_qa_flag_fk), 'incidences.incidence_qa_flag' (copies incidence_qa_flag.id_flag to incidences.incidence_qa_flag_fk). If this is not the intention, consider if these relationships should be linked with back_populates, or if viewonly=True should be applied to one or more if they are read-only. For the less common case that foreign key constraints are partially overlapping, the orm.foreign() annotation can be used to isolate the columns that should be written towards.   To silence this warning, add the parameter 'overlaps="incidence_qa_flag,incidences_collection"' to the 'incidences.incidence_qa_flag' relationship. (Background on this warning at: https://sqlalche.me/e/20/qzyx) (This warning originated from the `configure_mappers()` process, which was invoked automatically in response to a user-initiated operation.)
    query = db.session.query(table)

tests/arb/portal/test_integration_app.py::test_homepage_route
